id,source_id,relation_type,target_id,status,description,evidence,notes,tags
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-9944B3B5,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-C-F8453AA4,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_configured_embedding_source_kinds`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-DBE72D2E,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-TREATS-RE-1F82BC98,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_treats_relation_as_optional_when_baseline_sources_are_included`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-918D9FD0,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-E-D6EDDDB0,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_embedding_model_governance_posture_for_deterministic_custom_model`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-57F516AD,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-P-E5733EC0,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_provider_ownership_enforcement_blocked_posture_in_strict_mode`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-C5C9EE00,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-M-216808BF,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_model_governance_enforcement_blocked_posture_in_strict_mode`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-460C7D1D,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-S-2ED15560,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_source_rollout_enforcement_blocked_posture_in_strict_mode`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-5F9F8256,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-S-A8EBEFCB,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_source_rollout_enforcement_aligned_posture_when_rollout_is_complete_and_strict_is_enabled`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-DF03EB21,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-E-8B72D0E9,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_embedding_refresh_posture`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-81F20D87,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-MARKS-SCH-5E874BFD,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_marks_scheduler_unhealthy_when_enabled_but_not_running`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-4BD0D714,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-E-4264293C,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_externalized_scheduler_execution_mode_posture`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-1D2EB06E,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-E-4494F956,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_external_scheduler_cutover_proof_when_recent_runs_exist`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-C14C57B3,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-PREFERS-R-D6752B1D,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_prefers_repository_backed_scheduler_cadence_evidence`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-6DC09C2E,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-P-55CF20BA,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_planned_action_observer_posture_from_scheduler_evidence`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-C016545B,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-A-79A873AC,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_attention_snapshot`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-555FBB05,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-A-2B469284,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_attention_timing_policy_as_aligned_when_defaults_match`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-9FBA411F,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-D-1F11693D,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_durable_attention_owner_mode_posture`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-4604D9F7,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-R-D796E244,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_runtime_policy_flags`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-6AEEC30E,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-MARKS-BRE-AB060D54,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_marks_break_glass_shared_ingress_posture_when_configured`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-65E9B32C,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-MARKS-EVE-4234075F,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_marks_event_debug_source_as_environment_default_when_unset`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-3471D161,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-A-03686C8E,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_all_production_policy_mismatches_when_present`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-8BF0E291,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-SHOWS-STR-08235463,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_shows_strict_rollout_hint_when_production_is_ready`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-28CBAF69,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-ORGANIZER-47F75BF7,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_organizer_activation_next_actions_match_missing_settings`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-99B90A1B,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-P-19C1DF1C,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_provider_backed_clickup_connector_readiness_when_configured`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-7A3F66A7,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-P-8412F7C0,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_provider_backed_google_calendar_readiness_when_configured`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-86E240F7,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-P-0EEB5DC3,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_provider_backed_google_drive_readiness_when_configured`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-16A6AF10,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-R-08AA8A97,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_ready_organizer_tool_stack_when_all_providers_are_configured`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-CA3BBDF9,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-L-56886DC8,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_local_hybrid_embedding_provider_as_ready_owner`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-30911234,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-R-5EE72FED,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_retrieval_lifecycle_gaps_for_deterministic_fallback`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-A6110BC8,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-EXPOSES-O-8A807048,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_exposes_openai_embedding_provider_as_ready_owner_when_api_key_is_present`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-B26EBC3C,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-DEFAULTS-081F3EAF,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_defaults_to_strict_policy_enforcement_in_production_when_unset`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-C17A4787,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-MARKS-QUE-9E2CB588,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_marks_query_compat_as_explicit_production_mismatch_when_enabled`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-38539D13,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-MARKS-DEB-E9A756D4,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_marks_debug_access_posture_as_token_gated_when_token_is_configured`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-0E4E3C4E,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-MARKS-DEB-99BEFB51,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_marks_debug_access_posture_as_open_when_production_token_requirement_is_disabled`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-3F7C1964,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-MARKS-REF-350FE690,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_marks_reflection_unhealthy_when_worker_not_running`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-3D10EF46,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-MARKS-REF-DDC27D39,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_marks_reflection_unhealthy_when_queue_is_stuck`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-64252BA8,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-HEALTH-ENDPOINT-MARKS-DEF-30B116DC,implemented,`backend/tests/test_api_routes.py` contains function `test_health_endpoint_marks_deferred_mode_not_ready_when_in_process_worker_is_running`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-900E5A4F,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-EVENT-ENDPOINT-RETURNS-PU-18F9E6DC,implemented,`backend/tests/test_api_routes.py` contains function `test_event_endpoint_returns_public_response_and_normalizes_event`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-DC1CE581,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-EVENT-ENDPOINT-ENFORCES-A-C32BE320,implemented,`backend/tests/test_api_routes.py` contains function `test_event_endpoint_enforces_api_boundary_for_source_and_payload_shape`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-79CA25B9,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-EVENT-ENDPOINT-USES-X-AIO-6AC9E11F,implemented,`backend/tests/test_api_routes.py` contains function `test_event_endpoint_uses_x_aion_user_id_header_when_meta_user_id_is_missing`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-23F681C8,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-EVENT-ENDPOINT-PREFERS-ME-31D06B46,implemented,`backend/tests/test_api_routes.py` contains function `test_event_endpoint_prefers_meta_user_id_over_x_aion_user_id_header`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-BF3AB159,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-EVENT-ENDPOINT-USER-ID-FA-88967E3E,implemented,`backend/tests/test_api_routes.py` contains function `test_event_endpoint_user_id_fallback_does_not_stick_between_requests`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-F6D06D5E,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-EVENT-ENDPOINT-CAN-RETURN-A5B12EA2,implemented,`backend/tests/test_api_routes.py` contains function `test_event_endpoint_can_return_full_runtime_debug_payload_when_requested`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-86F2F828,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-EVENT-DEBUG-ENDPOINT-RETU-8034EFCB,implemented,`backend/tests/test_api_routes.py` contains function `test_event_debug_endpoint_returns_full_runtime_debug_payload_when_enabled`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-B0ECD53C,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-INTERNAL-EVENT-DEBUG-ENDP-DD109685,implemented,`backend/tests/test_api_routes.py` contains function `test_internal_event_debug_endpoint_returns_primary_debug_payload_without_shared_compat_headers`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-95F9FCC2,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-INTERNAL-EVENT-DEBUG-ENDP-77F350D9,implemented,`backend/tests/test_api_routes.py` contains function `test_internal_event_debug_endpoint_returns_fail_action_result_without_500`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-1F07F414,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-EVENT-DEBUG-ENDPOINT-REJE-145A4CA4,implemented,`backend/tests/test_api_routes.py` contains function `test_event_debug_endpoint_rejects_shared_ingress_when_break_glass_override_is_required`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-268F56B3,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-EVENT-DEBUG-ENDPOINT-ALLO-D08F36F6,implemented,`backend/tests/test_api_routes.py` contains function `test_event_debug_endpoint_allows_shared_ingress_with_break_glass_override_header`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
AUTO-REL-FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86-PARENT-OF-PYFUNC-BACKEND-TESTS-43964070,FILE-BACKEND-TESTS-TEST-API-ROUTES-PY-3C61BF86,parent_of,PYFUNC-BACKEND-TESTS-TEST-API-ROUTES-PY-TEST-INTERNAL-EVENT-DEBUG-ENDP-DE155851,implemented,`backend/tests/test_api_routes.py` contains function `test_internal_event_debug_endpoint_ignores_shared_break_glass_posture`.,backend/tests/test_api_routes.py,Auto-discovered relation; verify before using as release-critical proof.,#auto #contains
